Word	Conc.M	SUBTLEX
darkening	3	10
darkish	2.86	0
darkly	2.15	7
darkness	3.85	892
darkroom	4.45	44
darling	2.54	6613
darlingness	2	0
darn	3	709
darned	2.7	113
darning	3.5	5
dart	4.9000000000000004	98
dartboard	4.75	6
darting	2.72	11
dartingly	2.2799999999999998	0
darts	4.83	100
darwinism	2.39	16
dash	3.39	308
dashboard	4.6100000000000003	50
dashed	3.17	46
dashing	2.44	115
dashingly	1.92	1
dastardliness	2.17	0
dastardly	1.67	18
data	3.93	1306
databank	3.23	11
database	4	290
datable	2.04	2
dataflow	2.3199999999999998	0
dataset	3.74	0
datasheet	4.67	0
date	3.9	7218
datebook	4.7699999999999996	5
dateless	2.5	19
dateline	2.91	17
dating	2.3199999999999998	1689
daughter	4.79	8739
daughterhood	2.4300000000000002	0
daughterless	2.93	0
daughterly	2.27	1
daunt	1.83	2
daunting	2.11	16
dauntingly	2.04	1
dauntless	2.19	7
dauntlessly	2.21	0
dawdle	2.2200000000000002	30
dawdler	3.08	0
dawdling	2.89	20
dawn	4.46	1301
dawning	2.31	38
day	3.92	40893
daybed	4.41	1
daybook	4.8499999999999996	3
daybreak	4.21	70
daycare	3.93	77
daydream	2.79	49
daydreamer	3.1	4
daylight	4.0999999999999996	488
daylong	2.79	2
dayroom	4.29	0
days	3.36	15592
daytime	4.3099999999999996	193
daytimes	3.28	2
daze	2.52	28
dazed	2.44	38
dazedly	2.19	0
dazedness	1.93	0
dazzle	2.52	51
dazzler	2.97	1
dazzling	2.1	66
dazzlingly	2.44	1
deacon	3.52	146
deaconship	2.69	1
deactivate	3	58
deactivation	3.35	11
deactivator	3.29	1
dead	4.07	22898
deadbeat	2.46	88
deadbolt	4.5199999999999996	5
deaden	2.41	8
deadening	2.4300000000000002	1
deadfall	2.96	1
deadline	2.66	299
deadliness	2.54	1
deadlock	2.96	4
deadly	2.7	504
deadness	2.6	0
deadweight	2.65	5
deadwood	3.48	76
deaf	3.27	741
deafen	3.11	2
deafening	2.68	22
deafeningly	2.78	0
deafly	1.92	0
deafness	3.48	14
deal	3.1	13330
dealer	3.76	831
dealership	4.04	66
dealing	2.37	1440
dealmaker	3.21	0
dealt	2.95	379
dean	4.45	1974
dear	2.25	11395
dearly	1.6	249
dearness	1.52	0
death	3.73	11051
deathbed	3.83	68
deathblow	3.48	0
deathless	2	0
deathlessness	2	0
deathlike	2.2200000000000002	0
deathly	2	28
deathtrap	3.29	10
deathwatch	2.37	13
debacle	2.29	34
debark	2.57	3
debatable	2.04	23
debate	3.18	474
debater	3.67	2
debating	3.32	83
debauchery	2.2200000000000002	23
debilitate	2.42	0
debilitated	2.11	7
debilitating	1.97	29
debilitation	2.48	0
debilitative	2.0699999999999998	0
debit	3.66	8
debonair	2.13	17
debone	3.72	3
debrief	2.57	58
debriefing	3.21	54
debris	4.6900000000000004	159
debt	2.72	725
debtless	2	0
debtor	3.36	16
debug	2.66	10
debugger	3.04	3
debunk	2.0699999999999998	6
debut	1.83	132
debutant	3.58	0
debutante	3.54	68
decade	3.19	247
decadence	2.2200000000000002	29
decadency	1.69	0
decadent	2.21	60
decadently	2.17	0
decaf	3.67	122
decaffeinate	2.29	0
decaffeinated	2.78	8
decal	4.74	6
decalcification	2.82	0
decalcify	2.79	0
decameter	3.76	0
decant	3.43	0
decapitate	3.85	19
decapitation	4.25	18
decapitator	3.5	0
decathlon	4.08	20
decay	3.89	105
decayed	3.63	11
decaying	3.28	36
decease	2.77	2
deceased	3.97	321
deceit	2.37	95
deceitful	2.13	58
deceitfully	1.39	4
deceitfulness	2.14	2
deceivable	1.68	0
deceivableness	1.65	0
deceive	1.68	174
deceiver	2.66	9
deceiving	2.0699999999999998	89
deceivingly	1.4	0
decelerate	3.44	4
deceleration	2.83	6
december	3	387
decency	2	236
decent	2.04	1433
decently	1.66	21
decentness	1.62	0
decentralism	1.59	0
decentralization	2.0699999999999998	1
decentralize	1.84	0
deception	1.86	160
deceptive	1.78	26
deceptively	1.52	4
deceptiveness	1.89	0
decibel	2.9	10
decidable	1.69	0
decide	1.92	2571
decided	1.83	4521
decidedly	1.62	38
decidedness	1.96	0
decider	2.78	6
deciduously	2.41	0
decimal	4.29	42
decimally	2.25	0
decimate	2.65	9
decimeter	3.56	0
decipher	2.83	87
decipherability	2.08	0
decipherable	2	0
decipherer	2.54	0
decision	2.19	2808
decisional	1.65	0
decisive	2.16	66
decisively	2.23	6
decisiveness	1.9	1
deck	4.7699999999999996	1212
deckchair	4.6900000000000004	0
decked	3	31
deckhand	4.17	9
deckhouse	4.79	0
decking	4.04	4
declaim	2.2799999999999998	1
declarable	2	0
declaration	2.52	180
declarative	1.88	0
declaratively	1.89	0
declaratory	1.92	4
declare	2	386
declared	2.38	333
declarer	2.67	0
declassify	1.89	0
declinable	1.9	0
declination	2.52	5
decline	2.76	152
declined	2.04	80
decliner	2.25	0
decodable	2.62	1
decode	3	55
decoder	3.56	22
decolonization	2.59	0
decommission	2.11	5
decommissioning	2.0699999999999998	5
decomposability	2.57	0
decomposable	2.67	0
decompose	3	24
decomposed	3.78	24
decomposer	2.83	0
decomposition	3.1	26
decompress	2.59	27
decompressing	2.62	5
decompression	3.07	28
decongestant	3.31	1
decongestive	2.64	0
deconstruct	2.48	2
deconstruction	3.04	10
deconstructionist	2.35	1
decontaminate	2.93	1
decontamination	2.78	24
decor	3.77	52
decorate	3.4	118
decorated	3.44	144
decoration	3.53	94
decorative	2.59	44
decoratively	1.63	0
decorativeness	2.54	0
decorator	3.86	107
decorum	2.36	42
decoy	4.34	182
decrease	2.68	60
decreasing	2.82	25
decreasingly	2.21	0
decree	2.68	98
decrepit	3.17	25
decrepitly	2.4500000000000002	0
decrescendo	3.2	0
decrypt	2.52	17
decryption	2.83	29
dedicate	2.69	124
dedicated	1.76	416
dedication	2.16	173
dedicative	1.44	0
dedicator	2.58	0
deduce	1.61	29
deducibility	2	0
deducible	2.04	0
deduct	2.31	55
deductible	2.74	46
deduction	2.19	87
deductive	1.33	18
deductively	1.59	0
deed	3.86	475
deejay	4.4800000000000004	31
deem	2.1	30
deep	3.38	3896
deepen	3.2	13
deepening	2.2999999999999998	11
deepfreeze	3.71	0
deeply	2	736
deepness	2.78	1
deepwater	3.92	3
deer	4.8600000000000003	444
deerhound	4.7	0
deerskin	4.9000000000000004	1
deescalate	2.16	1
deface	3.03	5
defacement	3.24	1
defacer	2.81	0
defacing	2.31	10
defamation	2.25	29
defamatory	1.44	3
defame	1.81	1
defamed	2.17	8
default	2	51
defeat	2.96	580
defeated	2.59	284
defeater	2.62	0
defeatism	1.75	3
defeatist	2.08	21
defecate	4.21	15
defecation	4.16	3
defect	2.48	126
defection	2.3199999999999998	19
defective	2.56	110
defectively	1.9	0
defectiveness	1.92	0
defend	2.31	959
defendable	1.54	0
defendant	3.8	904
defender	3.19	152
defense	2.4500000000000002	1665
defenseless	2.4	68
defenselessly	1.93	0
defenselessness	2.15	0
defenseman	4.04	1
defensibility	1.81	0
defensible	2.3199999999999998	12
defensibly	2.2599999999999998	0
defensive	2.0699999999999998	278
defensively	2.29	12
defensiveness	1.74	1
defer	1.92	30
deference	1.92	19
deferential	2.2599999999999998	5
deferentially	1.96	1
deferment	2.12	7
deferrable	1.88	0
deferral	2.81	0
deferred	2	12
defiance	2.17	57
defiant	2.0699999999999998	47
defiantly	2.2200000000000002	3
defibrillate	2.93	8
defibrillation	3	2
defibrillator	4.68	24
deficiency	2.0699999999999998	53
deficient	1.89	28
deficiently	1.79	0
deficit	2.21	55
defile	2.4300000000000002	17
defiled	2.21	19
defilement	1.96	1
defiler	2.83	4
defiling	2.33	10
definability	1.92	0
definable	1.88	0
definably	1.81	0
define	2.15	318
defined	2.0699999999999998	88
definite	2.0699999999999998	314
definitely	1.74	3848
definiteness	2	0
definition	3.07	296
definitional	1.4	0
definitive	1.83	99
definitively	1.97	23
definitiveness	1.39	0
deflate	3.12	13
deflation	2.63	3
deflator	3.04	0
deflect	3.25	27
deflectable	2.69	0
deflected	2.63	18
deflection	3.07	15
deflective	2.62	0
deflector	3.5	17
deflower	2.2000000000000002	6
defog	3.39	0
defoliated	3.16	0
defoliation	2.85	0
deforest	3.17	7
deforestation	3.41	5
deform	3.28	6
deformation	3	3
deformed	3.64	66
deformity	3.59	21
defrag	2.46	0
defraud	1.82	19
defrauder	2.56	2
defray	1.84	4
defreeze	3.22	0
defrost	3.9	21
defroster	4.2300000000000004	4
deftly	1.96	8
defunct	2.16	17
defuse	2.54	38
defy	1.86	158
degeneracy	1.33	3
degenerate	2.04	93
degenerateness	1.92	0
degeneration	2.17	20
degenerative	2.15	12
degradable	2.58	1
degradation	2.23	39
degrade	1.64	34
degraded	2.35	46
degradedly	1.71	0
degrader	2.2799999999999998	0
degrading	2.2200000000000002	87
degradingly	2	0
degrease	3.68	0
degreaser	3.54	0
degree	3	759
dehorn	3.2	0
dehumanization	1.59	5
dehumanize	2.41	0
dehumidification	2.44	0
dehumidifier	4.67	0
dehumidify	2.81	0
dehydrate	3.31	6
dehydration	3.52	40
dehydrator	4.4800000000000004	0
deign	1.64	16
deinstitutionalization	1.7	1
deity	2.33	28
deject	1.73	1
dejected	1.89	11
dejectedly	1.62	0
dejection	1.87	0
delay	2.79	562
delayed	2.08	274
delayer	2.36	0
delaying	2	32
delectability	1.77	0
delectable	2.44	19
delectableness	2.33	0
delectably	1.96	0
delegate	3.07	73
delegation	2.7	70
delegator	3.66	0
delete	3.48	90
deletion	2.8	6
deli	4.57	108
deliberate	1.78	145
deliberately	2.86	319
deliberateness	2.0699999999999998	0
deliberation	2.19	20
deliberative	1.5	0
deliberatively	1.88	0
deliberator	2.66	0
delicacy	2.81	71
delicate	2.2999999999999998	485
delicately	1.44	48
delicateness	2	0
delicatessen	4.28	41
delicious	2.4300000000000002	1098
deliciously	2.04	18
deliciousness	2.48	9
delight	2.2999999999999998	288
delighted	2.86	660
delightedly	2	1
delightful	2.38	469
delightfully	1.96	28
delightfulness	1.93	0
delighting	2.21	5
delightsome	1.76	0
delineate	1.72	1
delinquency	2.3199999999999998	23
delinquent	2.17	71
delinquently	1.8	0
delirious	2.12	135
deliriously	1.83	17
deliriousness	2.04	0
delirium	1.97	36
deliver	3.12	1446
deliverable	2.89	1
deliverance	2.34	30
deliverer	3.72	4
delivery	3.69	1017
deliveryman	4.2300000000000004	7
dell	3.92	124
delocalize	1.84	0
delouse	3	4
delta	3.21	425
delude	2.11	22
deluding	1.81	10
deludingly	1.76	0
deluge	3.48	20
delusion	2.2999999999999998	138
delusional	1.68	142
delusionary	2	1
delusively	1.7	0
delusory	2.09	0
deluxe	2.13	98
delve	2.3199999999999998	14
demagnetization	2.4300000000000002	0
demagnetize	2.84	4
demagnetizer	3.62	0
demand	2.2000000000000002	873
demandable	2.04	0
demander	2.64	1
demanding	2.41	217
demandingly	2.3199999999999998	0
demark	2.58	0
dematerialization	2.38	0
dematerialize	2.14	3
demean	2	18
demeaning	1.85	44
demeanor	2.44	54
demented	1.69	91
dementedly	1.54	1
dementedness	1.71	0
dementia	2.23	66
demerit	2.19	10
demigod	2.57	5
demilitarization	2.04	0
demilitarize	2.2999999999999998	0
demilitarized	2.4300000000000002	6
demineralization	2.11	1
demise	2.31	87
demo	3.66	168
demobilization	2.19	1
demobilize	2.4300000000000002	0
democracy	1.78	337
democrat	3.96	86
democratic	1.74	181
democratically	1.92	6
democratization	1.37	0
democratize	1.8	1
demographer	3.13	0
demographic	2.48	44
demographical	2.3199999999999998	0
demographically	2.56	0
demographics	2.2799999999999998	24
demography	2.64	0
demolish	3.46	27
demolisher	2.92	0
demolishment	2.2200000000000002	0
demolition	3.38	144
demolitionist	3.56	0
demon	3.32	1593
demonetize	2.13	0
demonic	2.17	154
demonical	1.54	0
demonize	1.89	6
demonologist	3.62	2
demonstrability	2.12	0
demonstrable	2.2999999999999998	5
demonstrably	2	2
demonstrate	2.5299999999999998	238
demonstration	3.75	366
demonstrational	2.64	0
demonstrative	2.2999999999999998	18
demonstratively	2.04	1
demonstrativeness	2.25	0
demonstrator	4	8
demoralization	2.11	1
demoralize	1.86	3
demoralizer	2.48	1
demos	3.21	16
demote	2.72	2
demotion	2.31	16
demotivate	1.62	2
demount	3.08	1
demureness	1.7	0
demystify	1.56	3
den	4.57	312
denationalization	1.67	0
denaturalization	2	1
denaturalize	2.2999999999999998	0
denatured	2.67	4
deniability	1.69	29
deniable	1.46	8
denial	2.46	268
denier	2.48	0
denim	4.7699999999999996	33
denims	4.3600000000000003	5
denominate	2.36	0
denomination	2.77	18
denominational	1.72	1
denominator	3.36	28
denotation	2.35	0
denote	2.04	4
denounce	1.83	44
denouncement	2.36	0
denouncer	2.74	0
dense	3.14	108
densely	2.23	7
denseness	3.12	1
density	2.52	73
dent	4.63	180
dental	3.08	315
dentist	4.93	571
dentistry	3.64	19
denture	4.7	10
denunciate	2.04	0
denunciation	2.04	0
deny	2.2000000000000002	1091
deodorant	5	82
deodorization	2.4500000000000002	0
deodorize	2.93	2
deodorizer	4.07	2
deoxidization	2.89	0
deoxidize	2.52	0
deoxidizer	2.85	0
deoxygenate	2.4	0
depart	2.86	109
departed	2.57	138
department	3.3	3256
departmental	1.9	42
departmentalism	1.84	0
departmentalization	2.39	0
departmentalize	2.12	0
departmentally	2.11	1
departure	3.07	275
depend	1.89	504
dependability	1.97	4
dependable	1.86	85
dependableness	1.67	0
dependably	2.15	0
dependant	2.48	7
dependence	2.15	21
dependency	1.93	26
dependent	2.3199999999999998	114
dependently	2.04	0
depending	1.81	306
depersonalization	1.68	0
depersonalize	1.41	0
depict	2.13	27
depiction	2.31	16
depictive	1.93	0
deplete	2.89	7
depletion	2.38	13
depletive	1.74	0
deplorable	1.78	47
deplorableness	2.04	0
deplorably	1.83	1
deplore	1.93	12
deplored	1.97	0
deploringly	2.12	0
deploy	2.96	135
deployable	2.08	1
deployment	2.9	64
depolarize	1.8	0
depoliticize	1.71	0
depopulate	2.9	3
depopulation	2.44	1
deport	3.41	40
deportable	2.38	0
deportation	2.42	40
deportee	3.79	0
deportment	2.67	12
deposable	2.2400000000000002	0
depose	2.52	21
deposer	2.63	1
deposit	3.92	551
deposition	2.92	153
depositional	1.61	0
depositor	3.96	5
depository	3.37	50
depot	4.1399999999999997	150
depravation	2.3199999999999998	3
deprave	1.64	3
depraved	1.81	65
depravedness	1.68	0
depravity	2.17	34
deprecate	2.29	2
deprecation	1.75	0
depreciable	1.61	0
depreciate	1.89	8
depreciatingly	1.96	0
depreciation	2	18
depreciative	2	0
depreciatively	1.68	0
depreciatory	1.84	0
depress	2.29	36
depressant	3.43	5
depressed	1.93	830
depressible	2.35	0
depressing	1.79	324
depressingly	1.9	4
depression	2.39	406
depressive	2.19	22
depressively	1.52	0
depressiveness	1.58	0
depressor	3.4	6
depressurization	2.96	5
depressurize	3.26	2
deprival	2.48	0
deprivation	1.96	40
deprive	2.21	67
deprived	2.04	99
depth	3.11	421
deputize	2.52	18
deputy	4.07	798
deputyship	3.25	0
derail	3.55	29
derailment	2.67	11
derange	1.96	0
deranged	2.1800000000000002	115
derangement	2.1	7
derby	4.07	112
deregulate	2.1	1
deregulation	2	3
derelict	3.41	40
derisive	1.48	2
derisively	1.52	0
derisiveness	2.17	0
derivability	1.7	0
derivable	1.92	0
derivation	1.86	13
derivative	1.93	39
derivatively	1.61	0
derive	2	35
derived	2	53
derma	3.79	5
dermatitis	3.92	4
dermatologic	2.88	0
dermatological	2.4300000000000002	3
dermatologist	4.21	28
dermatology	2.92	9
derogative	1.81	0
derogatively	1.79	0
derogatory	2.15	31
derriere	4.6500000000000004	17
descend	3.18	98
descendant	3.53	55
descendent	2.62	6
descending	2.61	85
descent	3	132
describable	1.97	0
describe	2.1800000000000002	866
describer	2.81	0
description	2.4300000000000002	645
descriptive	2.2000000000000002	20
descriptively	1.74	0
descriptiveness	1.68	0
descriptor	2.0499999999999998	1
desecrate	2.56	20
desecration	2.46	23
desecrator	3	1
desegregation	2	2
deselect	2.6	0
desensitization	2.14	3
desensitize	1.89	4
desensitizer	2.12	0
desert	4.8600000000000003	1427
deserted	2.72	276
desertedness	1.96	0
deserter	3.32	37
desertion	1.93	38
deserve	1.69	2230
deserved	1.38	513
deservedly	1.56	6
deservedness	1.62	0
deserver	2.35	0
deserving	1.62	50
deservingly	1.7	2
deservingness	1.35	0
desexualize	1.71	0
design	3.27	826
designable	2.19	0
designate	3.14	31
designated	2.42	132
designation	1.85	11
designative	2.04	0
designator	2.66	2
designed	2.93	894
designedly	1.86	0
designer	3.78	267
designing	2.93	79
desirability	1.89	5
desirable	1.92	99
desirableness	1.92	0
desirably	1.54	0
desire	1.7	1034
desired	1.93	115
desirous	1.5	12
desirously	1.75	0
desk	4.87	2239
deskbound	3.08	1
desktop	4.46	5
deskwork	4.04	0
desolate	2.17	50
desolateness	2.27	0
desolating	1.68	0
desolation	2.25	31
despair	2.21	299
despairing	2.0499999999999998	10
despairingly	1.82	0
desperado	3.44	22
desperate	1.73	1310
desperately	1.96	297
desperateness	1.68	1
desperation	1.9	154
despicable	1.43	107
despicableness	1.5	0
despicably	1.47	0
despise	2.12	230
despiser	1.83	0
despite	1.33	663
despond	1.6	1
despondency	1.41	3
despondent	2.2799999999999998	24
despondently	1.7	0
despot	3.05	11
dessert	4.93	715
dessertspoon	4.43	0
destabilization	1.97	1
destabilize	2.04	8
destination	3.82	300
destiny	1.67	1175
destitute	2.08	36
destituteness	1.92	0
destitution	2.08	2
destroy	3.08	2406
destroyable	2.2999999999999998	0
destroyer	3.59	185
destruct	2.96	31
destructibility	2.68	0
destructible	2.7	1
destruction	3.21	587
destructionist	2.1800000000000002	0
destructive	2.17	122
destructively	2.33	0
destructiveness	2.16	0
destructivity	2.69	0
destructor	3.48	5
detach	2.9	34
detachability	3.1	0
detachable	3.04	9
detachably	1.96	0
detached	2.56	79
detachedly	1.48	0
detachedness	1.66	0
detacher	2.77	0
detachment	2.48	65
detail	2.5	989
detailed	2.27	200
detailer	3.54	2
detain	2.74	93
detainable	2	0
detainee	3.76	11
detainer	2.96	0
detainment	2.74	6
detect	2.19	261
detectable	2.37	14
detectably	2.08	0
detectible	2.41	0
detection	2.57	85
detective	4.21	3117
detector	3.7	166
detention	3.26	333
deter	2.33	20
detergent	4.7699999999999996	52
deteriorate	3	27
deteriorating	3.38	33
deterioration	2.38	26
deteriorative	2.2599999999999998	0
determinability	1.45	0
determinable	1.93	0
determinably	1.56	1
determinate	1.71	1
determinately	1.63	0
determination	1.7	142
determinative	1.8	1
determinativeness	1.57	0
determine	2.13	428
determined	1.79	671
determinedly	1.93	1
determinedness	1.96	0
determiner	2.35	0
determinist	1.71	2
deterrence	2.08	2
deterrent	2.63	22
detest	2.36	73
detestability	1.75	0
detestable	2	10
detestably	1.52	0
detestation	1.92	0
dethrone	2.72	5
detonate	3.19	106
detonation	3.15	93
detonator	4.76	121
detour	3.66	107
detoured	2.74	3
detox	2.64	68
detoxification	2.5	1
detoxifier	2.77	1
detoxify	1.84	3
detract	1.73	7
detractingly	1.61	0
detraction	1.96	0
detractive	2	0
detractor	2.85	0
detriment	1.77	26
detrimental	2.17	19
detrimentally	1.54	0
deuce	3.04	146
devaluation	2.17	2
devalue	2.0699999999999998	5
devastate	2.29	19
devastating	2.1	139
devastatingly	1.71	9
devastation	2.76	49
devastative	1.8	0
devastator	3.2	3
develop	1.87	490
developable	1.79	0
developer	3.54	46
development	2.41	625
developmental	2.0699999999999998	19
developmentally	2.14	3
deviance	2.08	3
deviancy	1.46	2
deviant	2.04	54
deviate	2.1	38
deviation	2.96	37
deviator	2.78	0
device	3.97	926
devil	3.41	2108
deviled	2.23	29
devilfish	4.3	5
devilish	1.82	26
devilishly	1.72	12
devilishness	1.74	1
devilry	2.09	2
devious	2.1800000000000002	89
deviously	1.5	1
deviousness	1.46	2
devisable	2.08	0
devise	2	32
devitalized	1.84	0
devocalization	1.72	0
devoid	1.85	36
devolvement	2.2400000000000002	0
devote	2	100
devoted	1.88	409
devotedly	2.21	3
devotedness	1.63	0
devotee	2.86	7
devotion	2.36	211
devotional	2.35	2
devotionally	1.69	0
devour	3.14	54
devourer	3.07	8
devouring	3.26	39
devout	2.46	38
devoutly	1.55	7
devoutness	1.93	1
dew	4.38	109
dewdrop	4.6900000000000004	8
dewiness	2.92	0
dewy	4.1900000000000004	12
dexterity	2.72	21
dexterous	2.46	5
dexterously	2.59	0
diabetes	3.83	166
diabetic	3.38	113
diabolic	1.86	4
diabolical	1.5	55
diabolically	1.66	3
diabolicalness	1.85	0
diabolism	1.83	1
diagnosable	2.81	1
diagnose	1.92	53
diagnoses	2.4300000000000002	17
diagnosis	2.63	219
diagnostic	2.4700000000000002	72
diagnostically	2.04	1
diagnostician	3.89	12
diagnostics	2.96	22
diagonal	3.96	27
diagonally	3.38	7
diagram	4.3600000000000003	65
dial	4.5199999999999996	452
dialect	2.67	68
dialectically	1.84	0
dialer	4.16	2
dialing	3.86	63
dialogue	3	208
dialysis	3.54	77
diameter	4.03	53
diametric	2.19	1
diametrically	2.04	1
diamond	4.8899999999999997	1053
diamondback	3.85	5
diaper	4.82	218
diapering	3.79	4
diaphragm	3.93	105
diarrhea	4.5199999999999996	122
diary	4.5	458
diatribe	2.96	14
dibs	2.23	118
dice	4.8600000000000003	533
dicer	3.58	3
dicey	1.9	31
dicing	3.21	12
dick	4.3499999999999996	2703
dickhead	3.27	161
dictate	3.15	89
dictation	2.75	48
dictator	4.29	108
dictatorial	2.12	7
dictatorially	1.91	0
dictatorship	2.77	47
diction	2.64	25
dictionary	4.62	190
did	2.4500000000000002	119410
diddle	2.6	43
die	3.07	13318
diehard	2.04	5
diesel	3.88	135
diet	3.21	784
dietary	2.52	18
dieter	3.45	5
dietetics	2.68	0
dietician	4.1399999999999997	3
dietitian	4	3
differ	1.59	124
difference	2.15	4066
different	1.97	10686
differential	2.36	44
differentially	1.93	1
differentiate	1.54	17
differentiation	2.16	4
differentiator	2.7	0
differently	1.87	498
differentness	2.16	0
differing	1.93	10
difficult	2.21	3068
difficultly	2.04	0
difficultness	1.9	0
difficulty	1.9	285
diffuse	2.46	50
diffused	2.54	12
diffusedly	1.7	0
diffusely	1.5	0
diffuser	4.07	7
diffusible	2.35	0
diffusion	2.2400000000000002	11
diffusive	1.52	1
dig	4.33	2357
digest	3.07	168
digested	2.89	24
digester	2.5499999999999998	0
digestibility	2.35	0
digestible	2.85	4
digestibly	2.09	0
digestion	3.66	52
digestive	2.67	45
digestively	2.4300000000000002	0
digger	4.29	245
digging	3.93	676
diggings	3.46	15
digit	4.5199999999999996	30
digital	3.63	275
digitalization	2.64	1
digitalize	2.23	1
digitally	2.96	14
digitization	2.61	4
